wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.33558689999999558 27.73790759999999977, 85.33694169999999701 27.73752689999999888, 85.33689090000000022 27.7373851000000009, 85.33553609999999878 27.73776589999999942, 85.33558689999999558 27.73790759999999977))",203197203,parking,,,,,,
"Polygon ((85.31662350000000572 27.67159459999999882, 85.31658129999999574 27.67134790000000066, 85.31680740000000185 27.67131759999999829, 85.31684500000000071 27.67156299999999902, 85.31662350000000572 27.67159459999999882))",203446375,shelter,Manbhawan Party Palace,,,,,
"Polygon ((85.32656590000000563 27.67949390000000065, 85.32650160000000028 27.67933319999999853, 85.32678889999999683 27.67923980000000128, 85.32686649999999418 27.67921300000000073, 85.32693310000000508 27.67936399999999963, 85.32656590000000563 27.67949390000000065))",203561339,school,Little Flower Public School,OpenDRI survey,102,,,
"Polygon ((85.32232109999999636 27.71831269999999847, 85.32222939999999767 27.71836079999999924, 85.32229750000000479 27.71846250000000111, 85.32238920000000348 27.71841440000000034, 85.32232109999999636 27.71831269999999847))",203573932,school,Bon Sky Lark INt. School,,,,,
"Polygon ((85.41202869999999336 27.67271720000000101, 85.4118445999999949 27.67275599999999969, 85.41155519999999512 27.6727015999999999, 85.41160490000000038 27.67254339999999857, 85.41162009999999327 27.67248269999999977, 85.41161150000000646 27.67240819999999957, 85.41153450000000191 27.67231849999999937, 85.41132910000000322 27.67223260000000096, 85.4113109000000037 27.67201719999999909, 85.41143470000000093 27.67208630000000014, 85.4117020999999994 27.67218139999999948, 85.41190589999999361 27.67258899999999855, 85.41201990000000421 27.67261230000000083, 85.41208790000000306 27.67269389999999873, 85.41202869999999336 27.67271720000000101))",203685817,hospital,Dr.Iwanura Memorial Hospital and Research Center,OpenDRI survey,,,,
"Polygon ((85.4216974999999934 27.66661279999999934, 85.42176390000000197 27.66663480000000064, 85.42178189999999915 27.66659489999999977, 85.42187979999999925 27.66660979999999981, 85.42192040000000475 27.66649220000000042, 85.42174819999999613 27.66645439999999923, 85.4216974999999934 27.66661279999999934))",203688031,parking,,,,,,
"Polygon ((85.07472309999999993 27.74035609999999963, 85.07498599999999556 27.74031809999999965, 85.07505569999999295 27.7403133000000004, 85.07510940000000232 27.74029910000000143, 85.07513620000000287 27.74018990000000073, 85.07507320000000561 27.74010090000000162, 85.07473369999999591 27.74020000000000152, 85.07472309999999993 27.74035609999999963))",203859063,school,Shree Seti Devi Secondary School,,,,,
"Polygon ((85.2965795000000071 27.69764710000000107, 85.29650580000000559 27.69781019999999927, 85.29640630000000101 27.69777110000000064, 85.29634360000000015 27.69794729999999916, 85.29640630000000101 27.69829310000000078, 85.29641730000000166 27.69858939999999947, 85.29643339999999796 27.69877629999999868, 85.29640209999999456 27.69878449999999859, 85.29651259999999979 27.69919009999999915, 85.29673400000000072 27.69916710000000037, 85.29674310000000048 27.69899630000000101, 85.29690700000000447 27.69899470000000008, 85.29690879999999709 27.69927949999999939, 85.29753870000000404 27.69929050000000004, 85.29760600000000181 27.6992200000000004, 85.29768470000000491 27.69913920000000118, 85.29768359999999916 27.6987540999999986, 85.29754610000000525 27.69875090000000029, 85.29704590000000053 27.69876470000000168, 85.29704590000000053 27.69874599999999987, 85.29701980000000106 27.69855019999999968, 85.29701420000000667 27.6982765999999998, 85.29694019999999455 27.69828210000000013, 85.29668259999999691 27.69830109999999834, 85.29661310000000185 27.69790169999999918, 85.29668309999999565 27.6976912999999989, 85.29663909999999305 27.69758589999999998, 85.2965795000000071 27.69764710000000107))",203906443,college,Kathmandu Engineering College,OpenDRI survey,1700,,,
"Polygon ((85.33871650000000386 27.6942257000000005, 85.33881999999999834 27.69419399999999953, 85.33878629999999532 27.69410780000000116, 85.33868280000000084 27.69413949999999858, 85.33871650000000386 27.6942257000000005))",203968995,school,Seasons Academic Boarding School,,,,,
"Polygon ((85.0674503000000044 27.75014360000000124, 85.06728200000000584 27.75049119999999903, 85.06728750000000616 27.75059870000000117, 85.0680246000000011 27.75064409999999882, 85.06802690000000666 27.75049629999999823, 85.06796210000000258 27.75036389999999997, 85.06776370000000043 27.75025979999999848, 85.06764959999999576 27.75019740000000112, 85.0674503000000044 27.75014360000000124))",204020235,school,"Jana Jagrati Secondary School, Mahadav Basi",,,,,
"Polygon ((85.04326880000000699 27.75320680000000095, 85.04308989999999824 27.75307109999999966, 85.04271339999999668 27.7538841000000005, 85.04309910000000627 27.75374539999999968, 85.04332460000000538 27.75384280000000103, 85.04352699999999743 27.7539510000000007, 85.04384980000000382 27.75352940000000146, 85.04387920000000634 27.7532685999999984, 85.04380260000000646 27.75309190000000115, 85.04352719999999977 27.75322650000000024, 85.04326880000000699 27.75320680000000095))",204023040,school,"Shree Mahakali Higher Secondary School / College , Simle Phat Dhading",,,,,
"Polygon ((85.34636989999999912 27.71772869999999855, 85.34639099999999701 27.71781849999999991, 85.34648350000000505 27.7178015000000002, 85.34646239999999295 27.71771169999999884, 85.34636989999999912 27.71772869999999855))",204342774,hospital,Himal Dental Hospital,OpenDRI survey,,,,
"Polygon ((85.33532639999999958 27.69394300000000086, 85.33534550000000252 27.69399639999999962, 85.33536759999999788 27.69405820000000062, 85.33547049999999956 27.69402940000000157, 85.33542930000000126 27.69391419999999826, 85.33532639999999958 27.69394300000000086))",204906259,college,Excel International College,,,,,
"Polygon ((85.31169160000000318 27.69928870000000032, 85.31172320000000298 27.69933650000000114, 85.31180720000000406 27.69929289999999966, 85.31177560000000426 27.69924509999999884, 85.31169160000000318 27.69928870000000032))",205183183,school,New Namaste Guest House - Sundhara,,,,,
"Polygon ((85.41412699999999347 27.70790530000000018, 85.41404649999999776 27.70801960000000008, 85.41396070000000407 27.70798870000000136, 85.4137230000000045 27.7083389000000011, 85.41385429999999701 27.70840730000000107, 85.41412800000000516 27.70802249999999844, 85.41412990000000605 27.70802079999999989, 85.41418819999999812 27.70794160000000161, 85.41419050000000368 27.70793570000000017, 85.41412699999999347 27.70790530000000018))",205315887,college,Nepal Engineering College,,,,,
"Polygon ((85.34930970000000627 27.70408570000000026, 85.34921850000000632 27.7041308000000015, 85.34913070000000346 27.70403719999999836, 85.34903280000000336 27.70394819999999925, 85.34891919999999743 27.70385849999999905, 85.34901460000000384 27.70378410000000002, 85.34889180000000408 27.70365990000000167, 85.34893920000000378 27.70359609999999861, 85.34901299999999935 27.70352610000000126, 85.3490271000000007 27.70342349999999954, 85.34900930000000585 27.70334959999999924, 85.34896100000000274 27.70329020000000142, 85.34898719999999628 27.703260199999999, 85.34906089999999779 27.70317939999999979, 85.34909940000000006 27.70313529999999957, 85.34917230000000643 27.70303540000000098, 85.34925119999999765 27.70299449999999908, 85.34935040000000583 27.70320189999999982, 85.34961810000000071 27.70312870000000061, 85.34967890000000068 27.70310770000000034, 85.34971740000000295 27.70329020000000142, 85.34972539999999697 27.70337089999999947, 85.34968790000000638 27.70347539999999853, 85.34961540000000468 27.70372240000000019, 85.34956719999999564 27.70384830000000065, 85.34952060000000529 27.70396020000000092, 85.34943210000000136 27.70397679999999951, 85.34940349999999398 27.70409760000000077, 85.34930970000000627 27.70408570000000026))",205335894,school,Paragon Public School,OpenDRI survey,1780,,,
"Polygon ((85.50540900000000022 27.57630789999999976, 85.50546799999999337 27.57630350000000163, 85.50552170000000274 27.57635820000000137, 85.50538219999999967 27.57670740000000009, 85.50558870000000411 27.57703580000000088, 85.50571329999999648 27.57713779999999915, 85.50587299999999402 27.57727360000000161, 85.50598030000000449 27.57736119999999858, 85.50596960000000024 27.57743999999999929, 85.50588109999999631 27.57747290000000007, 85.5058863999999943 27.57753470000000107, 85.50592129999999713 27.57758979999999838, 85.50641480000000172 27.57771539999999888, 85.50646190000000502 27.57767769999999885, 85.50661599999999396 27.5775541000000004, 85.50654629999999656 27.57739000000000118, 85.50684400000000096 27.57723310000000083, 85.50693520000000092 27.5768714000000017, 85.50724359999999535 27.57664829999999867, 85.50745019999999386 27.57669780000000159, 85.50756549999999834 27.57676680000000147, 85.50761380000000145 27.57675010000000171, 85.50759229999999889 27.57624140000000068, 85.5076030999999972 27.57619180000000014, 85.50798659999999529 27.57621520000000004, 85.50804039999999873 27.5762381000000012, 85.50815830000000517 27.57627259999999936, 85.5082790000000017 27.57614900000000091, 85.5082629000000054 27.57577059999999847, 85.50821999999999434 27.57566870000000137, 85.50809929999999781 27.5756212000000005, 85.50782839999999396 27.57576380000000071, 85.50765939999999432 27.5758732000000002, 85.50698350000000403 27.57589660000000009, 85.5065086999999977 27.57564729999999997, 85.5063906999999972 27.57549009999999967, 85.50622169999999755 27.57540009999999953, 85.50594010000000367 27.57548059999999879, 85.50577920000000631 27.57566399999999973, 85.50562089999999671 27.57595129999999983, 85.50547009999999659 27.57620509999999925, 85.50540900000000022 27.57630789999999976))",205359367,school,Malpi International School,,,,,
"Polygon ((85.28992110000000082 27.6760432999999999, 85.28980590000000461 27.67588629999999839, 85.28990020000000527 27.67583210000000093, 85.2900152999999932 27.6759890999999989, 85.28992110000000082 27.6760432999999999))",205438152,hospital,Ayurvedic Hospital,,,,,
"Polygon ((85.27648849999999925 27.67171000000000092, 85.27658449999999846 27.67167110000000108, 85.27667669999999589 27.67184980000000039, 85.27676569999999856 27.67181379999999891, 85.27681289999999592 27.67190539999999999, 85.27662789999999404 27.67198020000000014, 85.27648849999999925 27.67171000000000092))",205583899,community_centre,A One Party Venue,,,,,
"Polygon ((85.34610429999999326 27.70182970000000111, 85.34668189999999299 27.70158460000000034, 85.34651789999999494 27.70133949999999956, 85.34631939999999872 27.70111929999999845, 85.34610019999999508 27.70122650000000064, 85.34609670000000392 27.70129109999999883, 85.34588119999999378 27.70137550000000104, 85.34610429999999326 27.70182970000000111))",205714652,school,Ankur Vidyashram,OpenDRI survey,300,,,
"Polygon ((85.34554930000000184 27.70587779999999967, 85.34586020000000417 27.70571449999999913, 85.34576110000000426 27.70548189999999877, 85.34542849999999703 27.70549850000000092, 85.34554930000000184 27.70587779999999967))",205718505,hospital,Mahendra Narayan Nidhi Memorial Hospital,OpenDRI survey,,,,
"Polygon ((85.3466918000000021 27.70539159999999868, 85.34680099999999925 27.70540700000000101, 85.34682349999999929 27.70529009999999914, 85.34670130000000654 27.7052556999999986, 85.3466918000000021 27.70539159999999868))",205721801,school,Small Wonder Montessori Pre School,OpenDRI survey,16,,,
"Polygon ((85.34857739999999637 27.70269640000000066, 85.34898509999999305 27.70248739999999898, 85.34882149999999967 27.7022997999999987, 85.34880569999999977 27.70220009999999888, 85.34890710000000524 27.70213479999999961, 85.34911270000000627 27.70201700000000145, 85.34901849999999968 27.70192420000000055, 85.34894710000000373 27.7018513999999989, 85.34876450000000148 27.70169609999999949, 85.34856499999999357 27.70188459999999964, 85.34839200000000403 27.70202159999999836, 85.34834390000000326 27.70196320000000156, 85.34811379999999303 27.70210949999999883, 85.34833109999999579 27.70236299999999829, 85.34838910000000567 27.70233520000000027, 85.34857739999999637 27.70269640000000066))",205724200,school,Nepal Music School,OpenDRI survey,500,,,
"Polygon ((85.3465137000000027 27.70458989999999844, 85.34676369999999679 27.7048015999999997, 85.34695150000000297 27.70459830000000068, 85.34684199999999521 27.70438710000000171, 85.34676159999999356 27.70438760000000045, 85.34669409999999345 27.70442040000000006, 85.34662090000000489 27.70447770000000176, 85.3465137000000027 27.70458989999999844))",205724894,college,Pyramid International College,OpenDRI survey,1000,,,
"Polygon ((85.34404200000000174 27.70611969999999857, 85.34406110000000467 27.70611369999999951, 85.3441468000000043 27.7060582999999987, 85.3442641999999978 27.70596910000000079, 85.3444352000000066 27.70584979999999931, 85.34436759999999822 27.70578670000000088, 85.34431530000000521 27.70571430000000035, 85.34427540000000079 27.70567690000000027, 85.34413859999999374 27.70574080000000095, 85.34385460000000023 27.70585690000000056, 85.34395089999999584 27.70600170000000162, 85.34404200000000174 27.70611969999999857))",205874172,school,Shambhavi School,OpenDRI survey,385,,,
"Polygon ((85.33907829999999706 27.70810110000000037, 85.33919120000000191 27.70807320000000118, 85.33923609999999371 27.70817369999999968, 85.33919640000000584 27.70818609999999893, 85.33919640000000584 27.70820219999999878, 85.33911980000000597 27.70822629999999975, 85.33907829999999706 27.70810110000000037))",206055273,college,Wigan & Leigh College,OpenDRI survey,80,,,
"Polygon ((85.33885379999999543 27.71016170000000045, 85.33912499999999568 27.71005789999999891, 85.33895090000000039 27.70962749999999986, 85.33885779999999954 27.70939380000000085, 85.33826139999999327 27.70950029999999842, 85.3384379000000024 27.70990439999999921, 85.33864289999999642 27.70982419999999991, 85.33880759999999555 27.71009859999999847, 85.33885379999999543 27.71016170000000045))",206055275,school,Himalaya Vidya Mandir Higher Secondary School,OpenDRI survey,250,,,
"Polygon ((85.37361409999999751 27.68099559999999926, 85.37374350000000334 27.68148389999999992, 85.37444669999999292 27.68133530000000064, 85.37439249999999902 27.68118090000000109, 85.37439949999999556 27.68112759999999994, 85.37437140000000113 27.68077219999999983, 85.37397939999999608 27.6808961999999994, 85.37379190000000051 27.68095629999999829, 85.37361409999999751 27.68099559999999926))",206069769,social_facility,बाल सुधार गृह(Baal sudhar griha),,,,,
